Alarm Code,Description,Count
1214," ""Pitch Fast Shutdown Too Slow3 has occurred more than 3 times in 86400 Seconds""",0
1215," ""Pitch Demand Difference Error1and2 has occurred more than 3 times in 86400 Seconds""",0
1216," ""Pitch Demand Difference Error2and3 has occurred more than 3 times in 86400 Seconds""",0
1217," ""Pitch Demand Difference Error1and3 has occurred more than 3 times in 86400 Seconds""",0
1218," ""Sub Pitch Comms Error has occurred more than 3 times in 86400 Seconds""",0
1219," ""Sub Pitch Priv Fatal Error has occurred more than 3 times in 86400 Seconds""",0
1220," ""Sub Pitch Priv Critical Error has occurred more than 3 times in 86400 Seconds""",0
1221," ""Sub Pitch Priv Autonomous Feather has occurred more than 3 times in 86400 Seconds""",0
1222," ""Sw Over Speed has occurred more than 3 times in 86400 Seconds""",0
1223," ""Pitch Following Error1 has occurred more than 3 times in 86400 Seconds""",0
1224," ""Pitch Following Error2 has occurred more than 3 times in 86400 Seconds""",0
1225," ""Pitch Following Error3 has occurred more than 3 times in 86400 Seconds""",0
1226," ""Pitch Following Error Vspr1 has occurred more than 3 times in 86400 Seconds""",0
1227," ""Pitch Following Error Vspr2 has occurred more than 3 times in 86400 Seconds""",0
1228," ""Pitch Following Error Vspr3 has occurred more than 3 times in 86400 Seconds""",0
1229," ""Blade Load Sensor Failure has occurred more than 3 times in 86400 Seconds""",0
1230," ""Load Sensor Range Error has occurred more than 1 times in 86400 Seconds""",0
1231," ""FaultTbFm211 is faulted""",0
1232," ""FaultTb1stDio280 is faulted""",0
1233," ""FaultTb2ndDio280 is faulted""",0
1234," ""FaultTb1stAio288 is faulted""",0
1235," ""FaultTb2ndAio288 is faulted""",0
1236," ""FaultTb1stPtai216 is faulted""",0
1237," ""FaultTb2ndPtai216 is faulted""",0
1238," ""FaultTbDpm200 is faulted""",0
1239," ""FaultTbRs204 is faulted""",0
1240," ""FaultNacUpFs212 is faulted""",0
1241," ""FaultNacUp1stDio280 is faulted""",0
1242," ""FaultNacUp2ndDio280 is faulted""",0
1243," ""FaultNacUp1stAio288 is faulted""",0
1244," ""FaultNacUp2ndAio288 is faulted""",0
1245," ""FaultNacUp3rdAio288 is faulted""",0
1246," ""FaultNacUp1stPtai216 is faulted""",0
1247," ""FaultNacUp2ndPtai216 is faulted""",0
1248," ""FaultNacUp1stDpm200 is faulted""",0
1249," ""FaultNacUp2ndDpm200 is faulted""",0
1250," ""FaultNacUp1stIsi222 is faulted""",0
1251," ""FaultNacUp2ndIsi222 is faulted""",0
1252," ""FaultNacUpRs204 is faulted""",0
1253," ""FaultNacLowFs212 is faulted""",0
1254," ""FaultNacLow1stDio280 is faulted""",0
1255," ""FaultNacLow2ndDio280 is faulted""",0
1256," ""FaultNacLow1stAio288 is faulted""",0
1257," ""FaultNacLow2ndAio288 is faulted""",0
1258," ""FaultNacLow1stPtai216 is faulted""",0
1259," ""FaultNacLow2ndPtai216 is faulted""",0
1260," ""FaultNacLow3rdPtai216 is faulted""",0
1261," ""FaultNacLowEm203 is faulted""",0
1616," ""Wind in noise stop sector""",0
1617," ""Noise shutdown""",0
999051,Requested Shutdown - LDT - Owner Stop,0
999081,Planned Corrective - Retrofit,0
999105,Suspended - Forced outage - LDT,0
999022,LDT - Partial Performance - Degraded - OPS,0
999081,LDT - Planned Corrective - Owner,0
999070,LDT - Scheduled Maintenance - Operator,0
999070,LDT - Scheduled Maintenance - Owner - CR&D,0
999081,LDT - Planned Corrective - Owner - OPS,0
2000,oise Curtailment: estimated,0
999083,Planned Corrective - Other,0
999050,LDT - Req. Shutdown - Owner - OPS - Shadow flicker,0
999082,Planned Corrective - Upgrade,0
999050,LDT - Requested Shutdown - Owner - OPS - Shadow flicker,0
999081,LDT - Planned Corrective - Owner - CR&D,0
999052,Requested Shutdown - LDT - Operator Stop,0
1100002,Requested Shutdown - LDT - Turbulence Curtailment,0
999081,LDT - Planned Corrective - Operator,0
999094,Forced Outage - Failure repair,0
999070,Scheduled Maintenance,0
999091,Forced Outage - Response,0
999084,Wind Farm Control Testing,0
999092,Forced Outage - Diagnostic,0
999022,Partial Performance - Degraded,0
1100005,Requested Shutdown - LDT - Shadow Flicker,0
